BA,Local date,Time zone,Generation only?,Demand forecast,Demand,Net generation,Total interchange,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: GEO,NG: WAT,NG: PS,NG: SUN,NG: SNB,NG: WND,NG: WNB,NG: BAT,NG: OES,NG: UES,NG: OTH,NG: UNK,AZPS,BANC,BPAT,CEN,CFE,IID,LDWP,NEVP,PACW,SRP,TIDC,WALC,Subregion PGAE,Subregion SDGE,Subregion SCE,Subregion VEA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
CISO,23Jan2025,Pacific,N,"554,862","581,371","499,124","-84,892",-24,"276,779","54,436","1,100",,"40,996",,"107,994",,"25,061",,,,,"-7,220",,"-12,051","-2,136","4,510","2,145",,"-7,740","-10,677","-26,469",-51,"-27,761",-560,"-4,102","255,381","51,106","272,050","2,836",2.29,0.89,2.04,,"112,181","1,016",956,"114,153","29,266","3,385","140,033","529,114","614,006",0.48,0.50
CISO,24Jan2025,Pacific,N,"551,105","580,219","486,887","-106,058",-24,"263,017","54,442","1,083",,"38,140",,"107,388",,"24,453",,,,,"-1,621",,"-20,983","-2,864","1,611","2,287",,"-9,169","-10,903","-25,503",0,"-36,639",-672,"-3,223","257,287","50,840","269,223","2,870",2.30,0.90,2.03,,"106,964",998,955,"108,918","32,410","2,369","138,960","515,158","621,216",0.47,0.49
CISO,25Jan2025,Pacific,N,"512,851","543,553","419,195","-129,415",-24,"218,071","54,450","1,092",,"36,066",,"57,888",,"49,197",,,,,"2,458",,"-22,812","-9,495",-172,"3,772",,"-8,670","-18,781","-25,143",0,"-41,883",-870,"-5,361","243,907","50,103","247,284","2,261",2.29,0.90,2.04,,"88,650","1,010",821,"90,481","42,106","1,630","130,958","434,981","564,396",0.46,0.51
CISO,26Jan2025,Pacific,N,"524,102","545,707","429,344","-110,680",-24,"255,763","54,443","1,086",,"38,806",,"51,828",,"36,890",,,,,"-9,449",,"-17,803","-2,472","10,384","2,807",,"-7,364","-20,195","-30,203",0,"-40,586",-782,"-4,466","239,215","49,949","254,106","2,436",2.28,0.89,2.04,,"103,470","1,004",738,"105,213","40,028","3,768","141,473","450,817","561,497",0.51,0.56
CISO,27Jan2025,Pacific,N,"565,821","591,521","495,118","-96,490",-24,"294,580","54,449","1,100",,"35,408",,"85,273",,"32,078",,,,,"-7,743",,"-18,280","2,643","9,459","5,288",,"-8,719","-14,139","-27,863",0,"-39,653",-689,"-4,537","256,108","53,387","279,247","2,777",2.28,0.89,2.04,,"119,131","1,016",869,"121,015","36,386","4,837","152,564","523,902","620,392",0.51,0.54
CISO,28Jan2025,Pacific,N,"572,659","595,732","527,065","-67,139",-24,"292,806","54,421","1,103",,"33,915",,"101,716",,"46,412",,,,,"-3,285",,"-16,582","8,136","15,472","4,463",,"-7,992","-6,281","-24,740",0,"-34,287",-592,"-4,736","259,743","53,459","279,647","2,888",2.28,0.89,2.04,,"118,312","1,019",984,"120,315","30,406","6,352","144,369","552,361","619,500",0.48,0.51
CISO,29Jan2025,Pacific,N,"567,099","594,702","535,065","-66,236",-24,"295,995","54,430","1,102",,"31,851",,"102,857",,"50,721",,,,,"-1,867",,"-13,857","4,482","13,449","4,035",,"-8,163","-6,057","-25,712",0,"-29,911",-750,"-3,752","264,478","52,509","274,811","2,900",2.28,0.89,2.04,,"119,450","1,018","1,012","121,480","28,261","5,178","144,563","562,921","629,157",0.48,0.51
CISO,30Jan2025,Pacific,N,"570,633","606,448","512,342","-113,191",-24,"255,721","54,410","1,094",,"43,067",,"108,567",,"48,900",,,,,607,,"-26,330","1,916","12,305","2,402",,"-8,736","-18,480","-25,273",0,"-44,673",-877,"-5,445","265,579","54,286","283,803","2,782",2.28,0.89,2.04,,"103,566","1,010","1,080","105,656","39,728","4,434","140,950","540,646","653,837",0.43,0.48
CISO,31Jan2025,Pacific,N,"577,539","616,678","468,564","-154,084",-24,"253,720","54,416","1,104",,"47,658",,"86,493",,"28,843",,,,,"-3,642",,"-23,474","-13,201","-9,190",473,,"-8,795","-24,175","-29,290",0,"-39,361",-838,"-6,233","282,298","51,256","280,378","2,750",2.28,0.89,2.03,,"102,963","1,016",914,"104,893","45,455",311,"150,037","495,083","649,167",0.47,0.51
CISO,01Feb2025,Pacific,N,"529,743","553,578","430,498","-114,040",-24,"176,421","54,411","1,098",,"58,677",,"83,300",,"59,377",,,,,"-2,763",,"-27,008","-2,952","2,109",102,,"-8,558","-9,156","-27,520",0,"-34,635",-883,"-5,539","252,733","47,384","250,910","2,551",2.29,0.90,2.03,,"71,682","1,011","1,066","73,758","35,244","2,213","106,790","457,662","571,702",0.36,0.41
CISO,02Feb2025,Pacific,N,"496,386","527,934","452,091","-71,165",-24,"196,123","54,397","1,104",,"66,245",,"87,290",,"58,311",,,,,"-11,358",,"-30,039","11,360","29,829","1,523",,"-8,241","-6,109","-25,524",0,"-37,163",-732,"-6,069","237,224","46,745","241,721","2,242",2.29,0.90,2.03,,"79,678","1,016","1,097","81,791","32,359","7,949","106,201","485,437","556,602",0.37,0.42
CISO,03Feb2025,Pacific,N,"553,895","575,325","506,607","-64,662",-24,"255,684","54,393","1,102",,"66,120",,"86,402",,"38,308",,,,,"4,619",,"-26,972","14,814","35,298",851,,"-8,484","-12,734","-27,226",0,"-32,650",-666,"-6,893","256,593","49,037","267,700","1,991",2.29,0.89,2.03,,"103,795","1,014","1,052","105,862","35,140","10,955","130,047","533,221","597,883",0.44,0.48
CISO,04Feb2025,Pacific,N,"568,975","599,797","554,930","-42,122",-28,"281,923","54,375","1,076",,"62,577",,"95,548",,"70,923",,,,,"-11,468",,"-25,374","20,479","37,183","2,549",,"-7,584","-6,160","-24,152",0,"-32,535",-646,"-5,882","270,208","54,442","273,055","2,089",2.27,0.89,2.03,,"113,674",991,"1,166","115,832","28,828","13,089","131,572","589,305","631,427",0.43,0.46
CISO,05Feb2025,Pacific,N,"561,275","584,573","515,820","-75,243",-26,"251,172","54,363","1,075",,"60,501",,"95,882",,"56,349",,,,,"-3,502",,"-28,593","11,644","26,487",630,,"-8,092","-10,048","-25,772",0,"-34,352",-394,"-6,753","254,878","51,547","276,041","2,116",2.28,0.89,2.03,,"101,526",988,"1,121","103,636","30,399","7,782","126,253","546,747","621,990",0.42,0.45
CISO,06Feb2025,Pacific,N,"594,834","614,158","530,022","-86,724",-27,"255,679","54,312","1,096",,"67,426",,"87,773",,"66,492",,,,,"-2,727",,"-29,597","3,490","23,709","1,175",,"-7,916","-10,760","-24,594",0,"-34,985",-499,"-6,747","281,764","52,034","278,137","2,220",2.28,0.90,2.03,,"103,808","1,008","1,140","105,957","32,244","6,077","132,123","556,303","643,027",0.42,0.45
CISO,07Feb2025,Pacific,N,"563,438","581,088","496,978","-85,612",-18,"195,016","54,289","1,094",,"71,387",,"96,886",,"79,864",,,,,"-1,536",,"-28,940",257,"18,003","1,442",,"-7,284","-1,793","-25,358",0,"-34,849",-489,"-6,601","253,211","54,675","271,155","2,048",2.28,0.89,2.03,,"78,935","1,007","1,255","81,197","29,673","4,513","106,356","525,951","611,563",0.34,0.38
CISO,08Feb2025,Pacific,N,"506,343","534,348","448,327","-75,982",-33,"165,696","54,309","1,102",,"70,146",,"93,432",,"70,486",,,,,"-6,807",,"-23,844","-2,083","15,075","1,363",,"-8,568","5,448","-25,134",0,"-32,455",-830,"-4,954","233,025","47,942","251,110","2,271",2.28,0.90,2.03,,"67,306","1,014","1,201","69,520","27,506","4,385","92,642","482,280","558,262",0.32,0.37
CISO,09Feb2025,Pacific,N,"477,413","516,116","433,667","-68,884",-39,"200,023","54,376","1,102",,"67,191",,"97,799",,"20,870",,,,,"-7,654",,"-18,132","1,492","18,966","3,991",,"-7,775","-2,704","-28,024",0,"-30,651",-739,"-5,308","228,194","46,753","238,713","2,457",2.28,0.89,2.04,,"80,840","1,019","1,003","82,862","30,813","5,976","107,699","464,575","533,459",0.39,0.45
CISO,10Feb2025,Pacific,N,"531,782","570,551","499,748","-66,360",-45,"237,691","54,368","1,104",,"54,871",,"111,090",,"44,211",,,,,"-3,544",,"-22,087",425,"18,788","3,180",,"-7,363","1,891","-26,616",0,"-29,807",-806,"-3,965","254,746","49,720","263,555","2,528",2.28,0.89,2.04,,"96,090","1,022","1,110","98,221","28,335","6,078","120,479","530,354","596,714",0.41,0.45
CISO,11Feb2025,Pacific,N,"557,689","602,956","545,928","-45,294",-46,"239,734","54,441","1,102",,"57,343",,"108,091",,"82,051",,,,,"3,223",,"-19,771","3,225","20,218","4,495",,"-7,889","10,874","-25,032",0,"-26,711",-958,"-3,745","266,773","53,604","279,905","2,674",2.28,0.89,2.04,,"96,985","1,018","1,285","99,287","25,701","7,507","117,481","578,349","623,643",0.38,0.42
CISO,12Feb2025,Pacific,N,"597,728","624,243","514,253","-96,823",-32,"289,784","54,441","1,081",,"61,158",,"66,425",,"47,668",,,,,"-6,271",,"-25,525","-4,366","16,805","4,621",,"-7,408","-6,294","-31,936",0,"-36,751",-739,"-5,230","266,186","58,604","296,825","2,627",2.28,0.89,2.03,,"117,230",995,965,"119,190","39,297","5,558","152,929","544,382","641,205",0.48,0.53
CISO,13Feb2025,Pacific,N,"599,031","624,181","500,530","-107,215",-9,"284,160","54,381","1,033",,"66,508",,"26,562",,"67,592",,,,,300,,"-24,632","-10,530","11,970","5,730",,"-6,101","-12,862","-26,929",0,"-36,807",-589,"-6,465","271,253","58,500","292,359","2,066",2.28,0.89,2.03,,"115,098",951,864,"116,931","42,024","4,337","154,618","512,266","619,481",0.50,0.55
CISO,14Feb2025,Pacific,N,"561,437","575,774","484,226","-87,238",53,"175,531","54,354","1,097",,"61,791",,"101,113",,"101,656",,,,,"-11,368",,"-22,300","-5,774","7,772","1,824",,"-8,011","-1,188","-26,401",0,"-27,437",-784,"-4,939","247,244","51,421","274,890","2,224",2.29,0.90,2.03,,"71,399","1,009","1,286","73,753","30,997","2,977","101,773","514,552","601,790",0.32,0.37
CISO,15Feb2025,Pacific,N,"501,174","527,981","437,052","-86,785",-1,"178,831","54,460","1,100",,"58,521",,"104,313",,"40,532",,,,,-701,,"-24,808","-8,483","16,498","3,083",,"-9,167","-4,713","-25,272",0,"-30,198",-856,"-2,869","231,409","44,796","249,396","2,381",2.20,0.90,2.03,,"72,864","1,012","1,097","74,981","32,286","4,041","103,226","468,192","554,977",0.35,0.41
CISO,16Feb2025,Pacific,N,"486,763","513,840","417,404","-86,498",16,"163,952","54,484","1,104",,"57,678",,"105,402",,"34,362",,,,,408,,"-21,889","-8,957","18,453","1,407",,"-8,961","-7,919","-27,217",0,"-27,828",-830,"-2,757","225,539","44,704","241,557","2,041",2.28,0.89,2.03,17,"66,494","1,018","1,076","68,605","34,884","4,168","99,320","447,891","534,389",0.34,0.41
CISO,17Feb2025,Pacific,N,"515,356","542,630","463,222","-74,203",27,"157,398","54,532","1,104",,"57,290",,"104,851",,"89,370",,,,,"-1,352",,"-25,734","-10,356","13,348","4,735",,"-9,211","9,022","-24,886",0,"-26,734",-804,"-3,583","236,141","46,967","257,546","1,978",2.29,0.89,2.04,,"63,865","1,023","1,282","66,199","29,317","4,413","91,104","495,480","569,683",0.29,0.35
CISO,18Feb2025,Pacific,N,"527,304","553,611","463,104","-79,089",38,"206,611","54,563","1,097",,"51,892",,"111,324",,"41,558",,,,,"-3,982",,"-20,515","-12,918","9,538","6,439",,"-8,830","2,563","-25,886",0,"-24,224",-653,"-4,603","240,598","48,001","262,750","2,270",2.29,0.89,2.04,,"83,787","1,013","1,101","85,942","30,301","4,526","111,717","496,972","576,061",0.38,0.43
CISO,19Feb2025,Pacific,N,"532,911","560,956","478,074","-67,263",7,"235,770","54,548","1,101",,"51,715",,"117,290",,"25,205",,,,,"-7,557",,"-16,318","-11,286","12,635","3,179",,"-8,823","2,396","-23,289",0,"-20,946",-445,"-4,366","247,932","47,330","263,368","2,331",2.29,0.89,2.03,,"95,229","1,011","1,042","97,296","27,600","5,291","119,606","510,563","577,826",0.42,0.46
CISO,20Feb2025,Pacific,N,"516,656","552,965","458,805","-83,550",-26,"189,378","54,550","1,104",,"56,995",,"120,846",,"42,288",,,,,"-6,341",,"-18,852","-12,479","8,086","3,255",,"-8,136","-6,087","-21,005",0,"-23,267",-660,"-4,405","239,364","47,812","263,521","2,269",2.29,0.89,2.03,,"76,349","1,018","1,155","78,522","28,607","2,627","104,502","493,829","577,379",0.35,0.40
CISO,21Feb2025,Pacific,N,"509,185","545,085","467,504","-69,532",-15,"216,133","54,563","1,099",,"55,787",,"126,886",,"18,034",,,,,"-4,984",,"-17,443","-3,440","11,433","2,922",,"-8,922",884,"-23,893",0,"-25,571",-578,"-4,924","234,442","46,921","261,439","2,286",2.29,0.89,2.03,,"87,193","1,014","1,092","89,299","26,349","4,286","111,362","504,098","573,630",0.39,0.43
CISO,22Feb2025,Pacific,N,"465,979","502,095","382,314","-109,145",-7,"156,634","54,525","1,099",,"58,752",,"101,656",,"13,721",,,,,"-4,061",,"-20,564","-12,880",576,904,,"-8,057","-8,378","-26,467",0,"-28,898",-674,"-4,707","212,482","44,520","242,778","2,314",2.29,0.89,2.03,,"63,412","1,013",991,"65,416","31,783","2,507","94,692","418,051","527,196",0.34,0.40
CISO,23Feb2025,Pacific,N,"453,609","494,651","345,503","-142,703",-18,"109,698","54,536","1,098",,"57,010",,"94,602",,"35,477",,,,,"-6,891",,"-24,421","-24,486","-14,125",12,,"-8,394","-10,222","-25,414",0,"-31,440",-892,"-3,321","215,199","44,070","233,388","1,993",2.29,0.89,2.03,,"44,467","1,011","1,026","46,507","33,340","1,597","78,251","380,365","523,068",0.27,0.33
CISO,24Feb2025,Pacific,N,"515,894","549,095","396,195","-146,621",-12,"124,660","54,530","1,104",,"56,529",,"105,618",,"54,703",,,,,-934,,"-26,800","-21,676","-14,171","2,959",,"-9,626","-12,627","-26,982",0,"-32,526",-816,"-4,356","239,398","47,362","260,164","2,174",2.29,0.90,2.03,,"50,692","1,017","1,154","52,870","36,430","1,189","88,111","428,952","575,573",0.27,0.34
CISO,25Feb2025,Pacific,N,"519,771","549,615","406,208","-131,030",30,"134,214","54,557","1,101",,"51,310",,"111,967",,"58,854",,,,,"-5,822",,"-19,191","-16,936","-20,027","5,144",,"-7,934","-15,430","-25,729",0,"-27,088",-875,"-2,964","238,385","47,153","261,987","2,087",2.28,0.90,2.03,31,"54,497","1,015","1,163","56,706","29,959","1,611","85,054","441,052","572,082",0.28,0.33
CISO,26Feb2025,Pacific,N,"517,071","542,646","439,222","-99,949",-5,"178,748","54,564","1,100",,"57,761",,"125,922",,"24,710",,,,,"-3,575",,"-20,896","-4,995",3,"5,086",,"-8,152","-10,437","-27,294",0,"-28,168",-735,"-4,361","229,728","46,388","264,473","2,062",2.27,0.90,2.03,,"72,783","1,013","1,113","74,918","29,408","3,304","101,023","472,212","572,161",0.35,0.39
CISO,27Feb2025,Pacific,N,"520,352","553,813","420,382","-122,198",-25,"160,627","54,546","1,100",,"57,884",,"115,369",,"31,484",,,,,-604,,"-18,996","-7,282","-9,734","4,232",,"-9,372","-17,804","-29,601",0,"-28,309",-668,"-4,664","236,669","48,780","266,246","2,118",2.28,0.89,2.03,,"65,144","1,014","1,095","67,253","31,190","1,492","96,951","449,467","571,665",0.33,0.37
CISO,28Feb2025,Pacific,N,"502,301","533,315","410,239","-108,124",-36,"162,982","54,504","1,083",,"63,089",,"100,509",,"28,968",,,,,-856,,"-13,517","-8,510","-9,029","5,671",,"-8,229","-13,578","-29,777",0,"-27,914",-690,"-2,551","232,502","47,857","250,848","2,110",2.28,0.89,2.03,,"66,154",998,"1,028","68,180","30,558","1,894","96,844","434,223","542,347",0.35,0.39
CISO,01Mar2025,Pacific,N,"467,634","503,464","430,483","-63,605",-23,"126,681","54,488","1,094",,"60,282",,"112,461",,"81,900",,,,,"-6,402",,"-12,271","-7,660","1,202","3,128",,"-9,012","7,316","-24,893",0,"-20,511",-881,-23,"214,717","47,137","239,681","1,925",2.28,0.89,2.03,,"51,278","1,007","1,276","53,563","22,350","3,417","72,496","463,114","526,719",0.25,0.30
CISO,02Mar2025,Pacific,N,"473,690","505,430","428,112","-79,064",-32,"119,495","54,529","1,087",,"59,128",,"99,943",,"103,006",,,,,"-9,041",,"-17,175","-4,301","-5,843","2,567",,"-7,203","1,191","-24,087",0,"-22,123",-730,"-1,360","222,575","45,485","235,306","2,062",2.30,0.90,2.03,,"48,724",999,"1,303","51,026","21,718","2,959","69,785","462,837","541,901",0.24,0.28
CISO,03Mar2025,Pacific,N,"513,543","546,191","461,060","-89,430",-21,"132,674","54,588","1,048",,"54,881",,"126,968",,"86,723",,,,,"4,198",,"-14,176","-4,929","-16,029","3,125",,"-6,688","-4,934","-20,675",0,"-24,254",-880,10,"239,387","48,566","255,828","2,411",2.30,0.90,2.03,,"54,062",963,"1,371","56,396","23,413","2,237","77,572","494,055","583,485",0.25,0.29
CISO,04Mar2025,Pacific,N,"528,532","562,130","451,320","-102,178",-4,"181,121","54,609","1,044",,"49,876",,"126,163",,"49,077",,,,,"-10,563",,"-10,807","3,701","-18,461","3,429",,"-7,116","-14,485","-23,048",-1,"-35,603",-660,873,"251,333","47,862","260,726","2,212",2.29,0.90,2.03,,"73,779",963,"1,167","75,915","27,603","3,318","100,200","488,779","590,957",0.34,0.37
CISO,05Mar2025,Pacific,N,"563,087","586,939","440,662","-129,934",-18,"235,117","54,586","1,057",,"49,960",,"53,297",,"45,348",,,,,"1,314",,"-12,510","7,503","-26,674","2,487",,"-6,203","-29,159","-25,475",0,"-38,404",-560,-939,"264,714","51,389","268,855","1,981",2.29,0.90,2.03,,"95,597",975,819,"97,392","36,253","2,370","131,276","451,441","581,375",0.48,0.50
CISO,06Mar2025,Pacific,N,"554,995","580,120","493,650","-89,112",0,"180,765","54,624","1,093",,"58,185",,"111,022",,"96,301",,,,,"-8,339",,"-12,141","6,774","-10,503","1,313",,"-7,246","-8,425","-23,814",0,"-34,499",-565,-6,"242,693","52,227","282,888","2,318",,0.90,2.03,,"73,636","1,005","1,312","75,959","25,206","2,460","98,705","526,529","615,641",0.32,0.35
CISO,07Mar2025,Pacific,N,"519,538","548,304","484,103","-66,616",0,"163,978","54,630","1,099",,"57,371",,"123,989",,"88,169",,,,,"-5,130",,,,,,,,,,,,,,"227,910","48,877","268,969","2,547",,0.90,2.03,,"66,714","1,013","1,356","69,091",,,,"521,271",,0.29,
CISO,08Mar2025,Pacific,N,"456,793","456,793","483,248",,-1,"162,601","54,626","1,101",,"57,559",,"123,991",,"86,178",,,,,"-2,805",,"-4,735",-406,"-5,875","2,048",,"-8,170","-10,203","-26,807",0,"-34,467",-569,"1,730",,,,,2.28,0.89,2.04,,"65,983","1,017","1,358","68,365","26,258","3,491","91,133","520,414","607,868",0.29,0.33
CISO,09Mar2025,Pacific,N,,"464,312","363,395","-90,247",8,"146,825","52,280","1,053",,"45,676",,"107,914",,"13,976",,,,,"-4,335",,"-6,138","-1,153","-7,196","1,615",,"-7,952","-11,063","-25,385",0,"-35,065",-257,"2,347","202,729","40,104","219,317","2,160",2.28,0.89,2.04,,"59,496",973,957,"61,443","24,351","3,433","82,361","399,476","489,723",0.34,0.37
CISO,10Mar2025,Pacific,N,"490,472","538,896","394,128","-136,421",5,"167,211","40,764","1,091",,"54,328",,"113,431",,"28,272",,,,,"-10,975",,"-11,391","-1,102","-25,727","2,475",,"-8,644","-16,721","-30,540",0,"-45,855",-184,"1,268","235,702","46,537","254,399","2,254",2.30,0.90,2.04,,"68,161","1,008",999,"70,177","32,447","1,893","100,731","430,758","567,179",0.36,0.39
CISO,11Mar2025,Pacific,N,"535,829","548,144","410,666","-132,294",40,"175,893","39,112","1,081",,"59,447",,"84,427",,"48,310",,,,,"2,358",,"-12,863","-1,029","-7,011",979,,"-6,992","-23,008","-31,249",0,"-48,982",3,"-2,142","230,416","54,633","261,217","1,881",2.28,0.90,2.03,,"71,477",997,971,"73,496","38,807","1,518","110,785","432,114","564,408",0.37,0.43
CISO,12Mar2025,Pacific,N,"554,341","573,851","454,902","-118,697",4,"210,375","38,974","1,096",,"58,888",,"88,096",,"58,467",,,,,-999,,"-13,962","1,385","-8,841",893,,"-7,510","-18,745","-30,114",0,"-40,060",157,"-1,900","259,012","50,232","262,492","2,115",2.28,0.89,2.04,,"85,351","1,012","1,020","87,393","34,817",963,"121,247","479,446","598,143",0.40,0.45
CISO,13Mar2025,Pacific,N,"548,167","572,437","429,084","-144,004",17,"165,932","38,569","1,096",,"60,521",,"87,867",,"87,088",,,,,"-12,001",,"-12,018","1,865","-32,857","1,744",,"-5,797","-22,082","-32,307",0,"-40,382",-15,"-2,155","248,253","53,737","268,110","2,334",2.28,0.90,2.04,,"67,428","1,012","1,117","69,579","35,895","1,019","104,456","460,617","604,621",0.33,0.38
CISO,14Mar2025,Pacific,N,"570,593","599,185","469,590","-123,497",10,"208,784","38,958","1,095",,"62,510",,"75,451",,"82,189",,,,,593,,"-13,654","4,883","-11,651","1,647",,"-6,842","-12,457","-40,347",0,"-42,922",209,"-2,363","260,501","56,323","280,044","2,319",2.29,0.90,2.04,,"85,028","1,012","1,075","87,136","37,372","1,593","122,915","492,479","615,976",0.39,0.44
CISO,15Mar2025,Pacific,N,"466,782","515,104","410,378","-102,072",16,"135,455","51,657","1,104",,"60,576",,"98,308",,"70,033",,,,,"-6,764",,"-11,480",498,"-12,262",-222,,"-7,560","-5,647","-27,711",0,"-37,584",-34,-70,"224,174","44,332","244,172","2,428",2.28,0.90,2.04,,"55,225","1,020","1,174","57,438","27,484","2,055","82,867","445,121","547,193",0.28,0.33
CISO,16Mar2025,Pacific,N,"459,359","501,132","391,204","-111,730",22,"131,705","54,592","1,104",,"62,700",,"101,499",,"45,764",,,,,"-6,177",,"-11,814",690,"-6,644",313,,"-7,798","-15,710","-30,155",0,"-40,046",-100,-466,"224,725","42,586","231,571","2,251",2.27,0.90,2.04,23,"53,591","1,020","1,120","55,753","29,177","1,789","83,141","427,028","538,758",0.29,0.34
CISO,17Mar2025,Pacific,N,"526,418","556,976","431,458","-127,538",15,"150,216","54,601","1,095",,"61,829",,"91,474",,"78,939",,,,,"-6,709",,"-13,116","3,682","-20,542","1,072",,"-7,245","-17,987","-28,550",0,"-43,429",47,"-1,470","249,327","47,171","258,331","2,149",2.29,0.90,2.03,16,"61,189","1,008","1,199","63,411","31,371","1,092","93,690","466,310","593,848",0.30,0.35
CISO,18Mar2025,Pacific,N,"513,736","537,357","428,722","-104,368",-4,"139,027","54,674","1,103",,"61,682",,"98,234",,"76,884",,,,,"-2,875",,"-11,291",-441,"-5,954","1,965",,"-7,340","-11,723","-28,639",0,"-41,327",-107,489,"233,154","45,123","256,706","2,373",2.29,0.90,2.03,,"56,640","1,016","1,222","58,879","27,122","2,619","83,382","461,202","565,570",0.28,0.33
CISO,19Mar2025,Pacific,N,"505,744","548,668","433,230","-113,269",-2,"180,151","54,687","1,073",,"62,677",,"106,114",,"26,872",,,,,"1,661",,"-9,431","-13,033","-3,199","3,223",,"-8,399","-11,735","-29,992",0,"-41,329",-86,712,"241,792","45,885","258,659","2,331",2.29,0.90,2.04,,"73,259",991,"1,088","75,342","28,867","2,205","102,004","467,095","580,364",0.36,0.39
CISO,20Mar2025,Pacific,N,"495,534","536,792","427,272","-101,153",-1,"152,246","54,681","1,080",,"62,579",,"105,281",,"62,497",,,,,"-11,096",,"-6,510","-6,707","-3,073","5,039",,"-6,177","-15,242","-26,887",0,"-42,589",-46,"1,039","230,994","46,249","257,331","2,220",2.27,0.89,2.03,,"61,764",994,"1,184","63,946","26,625","3,940","86,631","464,527","565,680",0.30,0.34
CISO,21Mar2025,Pacific,N,"494,049","531,679","417,327","-115,015",8,"124,046","54,729","1,096",,"64,338",,"117,311",,"60,437",,,,,"-4,640",,"-7,861","-9,530","-4,391","3,664",,"-6,853","-22,417","-27,594",0,"-40,150",-152,269,"232,483","44,059","253,230","1,908",2.29,0.90,2.03,,"50,436","1,010","1,237","52,694","27,793","2,630","77,857","450,150","565,165",0.26,0.30
CISO,22Mar2025,Pacific,N,"450,760","492,083","398,027","-92,523",35,"94,904","54,767","1,098",,"65,933",,"101,869",,"86,573",,,,,"-7,151",,"-9,405","-13,424","-6,821","2,842",,"-5,102","2,199","-27,202",0,"-36,344",44,690,"218,030","39,956","232,101","1,999",2.29,0.90,2.04,,"38,667","1,014","1,275","40,999","21,959","3,144","59,814","431,068","523,591",0.21,0.25
CISO,23Mar2025,Pacific,N,"441,369","468,781","383,169","-85,428",3,"108,882","54,762","1,098",,"64,954",,"119,360",,"37,985",,,,,"-3,872",,"-4,122","-11,853","-5,304","3,381",,"-4,890","-2,981","-27,366",0,"-34,117",-64,"1,888","202,789","40,889","223,160","1,942",2.32,0.90,2.04,,"44,267","1,014","1,169","46,474","20,880","3,382","63,973","417,070","502,498",0.25,0.28
CISO,24Mar2025,Pacific,N,"518,452","535,205","426,335","-113,512",-54,"145,738","54,719","1,057",,"66,488",,"141,233",,"19,470",,,,,"-2,315",,"-5,991","-15,405","-11,520","2,225",,"-4,572","-15,468","-29,606",0,"-34,544",-234,"1,603","228,563","44,038","260,587","2,016",2.28,0.90,2.03,,"59,279",972,"1,182","61,439","25,059","1,868","84,630","457,341","570,853",0.30,0.33
CISO,25Mar2025,Pacific,N,"538,805","545,753","461,045","-85,098",-96,"166,930","54,617","1,059",,"71,786",,"155,499",,"14,561",,,,,"-3,314",,"-2,442","-10,191","-6,935","1,070",,"-4,640","-10,071","-25,093",0,"-28,360",-114,"1,678","239,086","43,417","261,230","2,014",2.28,0.89,2.03,,"67,627",975,"1,227","69,829","22,198","2,144","89,883","490,303","575,401",0.31,0.34
CISO,26Mar2025,Pacific,N,"514,875","560,088","470,117","-87,482",-100,"133,165","54,577","1,020",,"70,285",,"152,092",,"59,776",,,,,-702,,"-3,093","-10,056","-13,019","2,277",,"-4,227","-8,598","-23,563",0,"-29,369",-126,"2,292","234,736","53,417","269,913","2,018",2.28,0.90,2.03,,"54,136",939,"1,383","56,458","21,113","2,096","75,476","497,698","585,180",0.25,0.28
CISO,27Mar2025,Pacific,N,"509,727","540,937","454,346","-90,150",-129,"119,030","54,558","1,078",,"67,128",,"127,875",,"92,387",,,,,"-7,584",,"-2,582","-11,029","-15,717","1,262",,"-5,631","-6,575","-22,611",0,"-26,938",-205,-124,"237,361","47,098","254,489","1,987",2.28,0.90,2.03,,"48,473",991,"1,413","50,878","17,528","2,177","66,228","491,334","581,484",0.23,0.25
CISO,28Mar2025,Pacific,N,"497,606","542,862","454,180","-92,603",-132,"109,916","54,571","1,098",,"73,001",,"115,170",,"107,731",,,,,"-7,175",,"-7,050","-12,893","-15,550","2,306",,"-6,496","-3,003","-22,809",0,"-26,218",-133,-757,"237,348","47,206","256,438","1,869",2.29,0.90,2.03,,"44,775","1,010","1,439","47,224","18,009","2,234","62,999","489,063","581,666",0.21,0.24
CISO,29Mar2025,Pacific,N,"443,182","488,810","430,613","-59,168",-6,"112,277","54,647","1,085",,"71,745",,"107,758",,"83,260",,,,,-150,,"-4,488","-6,331","-9,024","3,575",,"-6,488","5,997","-21,151",0,"-22,401",-17,"1,160","209,713","43,600","233,703","1,798",2.30,0.90,2.03,,"45,687",998,"1,341","48,049","15,745","4,800","58,994","465,787","524,955",0.23,0.25
