BA,Local date,Time zone,Generation only?,Demand forecast,Demand,Net generation,Total interchange,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: GEO,NG: WAT,NG: PS,NG: SUN,NG: SNB,NG: WND,NG: WNB,NG: BAT,NG: OES,NG: UES,NG: OTH,NG: UNK,AZPS,BANC,BPAT,CEN,CFE,IID,LDWP,NEVP,PACW,SRP,TIDC,WALC,Subregion PGAE,Subregion SDGE,Subregion SCE,Subregion VEA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
CISO,30Mar2025,Pacific,N,"461,842","503,650","428,995","-75,978",22,"118,469","54,636",623,,"66,531",,"112,069",,"82,796",,,,,"-6,145",,"-6,287","-7,860","-14,660","3,916",,"-8,143",-12,"-21,875",0,"-20,289",26,-794,"221,233","43,083","237,451","1,890",2.28,0.90,2.03,,"48,112",,"1,318","50,047","16,267","2,309","64,005","465,460","541,438",0.24,0.26
CISO,31Mar2025,Pacific,N,"518,923","560,849","447,881","-118,737",2,"119,305","54,593",-48,,"67,095",,"117,627",,"92,715",,,,,"-3,404",,"-7,734","-15,429","-19,569","1,374",,"-9,524","-15,882","-23,462",0,"-25,223",1,"-3,289","241,410","52,104","265,372","1,963",2.27,0.89,2.02,,"48,352",,"1,375","49,740","19,987",580,"69,147","480,583","599,320",0.23,0.25
CISO,01Apr2025,Pacific,N,"523,370","561,278","445,177","-115,683",-22,"124,757","54,609",-37,,"67,623",,"107,627",,"89,292",,,,,"1,327",,"-12,048","-15,479","-16,031","3,055",,"-8,908","-14,830","-23,603",0,"-23,708",-71,"-4,060","253,918","46,694","258,761","1,898",2.29,0.90,2.03,,"50,918",,"1,334","52,257","19,971","1,436","70,792","475,236","590,919",0.24,0.26
CISO,02Apr2025,Pacific,N,"505,877","549,480","466,806","-83,192",-33,"140,534","54,639",-24,,"70,293",,"120,361",,"88,071",,,,,"-7,028",,"-6,613","-10,654","-12,105","2,408",,"-10,652","-1,356","-24,055",0,"-15,833",78,"-4,410","242,280","45,008","260,146","2,048",2.29,0.89,2.03,,"57,039",,"1,378","58,416","16,378","2,393","72,402","502,479","585,671",0.26,0.27
CISO,03Apr2025,Pacific,N,"506,172","540,501","476,666","-69,885",35,"149,109","54,708",-20,,"64,502",,"141,743",,"70,943",,,,,"-4,355",,"-6,538","-5,153","-5,044","1,322",,"-10,928","-3,851","-22,241",0,"-13,805",29,"-3,676","234,474","46,598","257,129","2,301",2.29,0.90,2.03,36,"60,545",,"1,376","61,958","15,718","2,432","75,244","510,816","580,701",0.27,0.29
CISO,04Apr2025,Pacific,N,"484,075","544,727","487,371","-62,341",27,"158,873","54,738",0,,"66,828",,"155,962",,"56,216",,,,,"-5,269",,"-3,154","-2,971","-2,047","3,911",,"-10,437","-6,966","-22,546",0,"-13,276",68,"-4,923","234,357","44,665","263,533","2,174",2.29,0.89,,28,"64,391",0,"1,390","65,809","15,254","3,153","77,911","524,115","586,456",0.28,0.29
CISO,05Apr2025,Pacific,N,"446,406","495,540","436,056","-63,625",25,"158,905","54,688",0,,"60,743",,"120,382",,"43,270",,,,,"-1,957",,"-3,810",628,"1,044","4,059",,"-10,664","-7,036","-22,855",0,"-20,275",261,"-4,977","213,525","39,848","240,188","1,976",2.29,0.90,,26,"64,594",0,"1,198","65,817","14,450","3,058","77,209","473,604","537,229",0.31,0.32
CISO,06Apr2025,Pacific,N,"440,508","490,071","430,952","-55,060",21,"161,078","54,696",0,,"55,017",,"130,197",,"33,404",,,,,"-3,455",,-380,"1,720","2,468","2,324",,"-9,744","-8,844","-22,213",0,"-16,835",254,"-3,810","212,950","39,600","235,497","2,019",2.29,0.89,,,"65,316",0,"1,166","66,505","13,018","3,173","76,351","467,393","522,453",0.31,0.32
CISO,07Apr2025,Pacific,N,"506,828","545,631","481,897","-66,965",19,"146,478","54,692",0,,"63,661",,"155,768",,"64,348",,,,,"-3,060",,"-5,253","-7,942","-4,888","1,083",,"-10,858","1,392","-20,259",0,"-17,176",81,"-3,145","239,666","43,283","260,896","1,781",2.29,0.89,,,"59,422",0,"1,412","60,856","15,250","2,921","73,186","517,548","584,513",0.26,0.28
CISO,08Apr2025,Pacific,N,"507,636","549,261","484,793","-74,184",15,"144,407","54,704",0,,"70,226",,"142,333",,"82,552",,,,,"-9,431",,"-13,752","-4,119","-5,347","2,038",,"-8,770","3,290","-21,763",0,"-23,318",102,"-2,545","232,354","45,310","269,596","1,997",2.29,0.90,,16,"58,677",0,"1,442","60,134","17,795","3,225","74,705","523,205","597,389",0.25,0.28
CISO,09Apr2025,Pacific,N,"528,031","566,383","498,625","-73,724",13,"163,619","54,735",0,,"69,427",,"162,677",,"48,874",,,,,-709,,"-8,307","-3,593","-6,088","3,121",,"-9,014","-5,081","-24,628",0,"-19,716",86,-504,"239,157","45,729","279,429","2,070",2.29,0.89,,14,"66,273",0,"1,409","67,695","18,040","2,926","82,808","533,744","607,468",0.28,0.30
CISO,10Apr2025,Pacific,N,"537,655","566,487","486,762","-79,502",7,"180,094","54,667",0,,"61,914",,"151,781",,"37,963",,,,,340,,"-5,910","-7,953","-11,398","2,268",,"-7,603","-9,849","-24,389",0,"-14,221",99,-546,"246,493","42,819","275,163","2,013",2.28,0.89,,,"72,947",0,"1,266","74,224","17,830","2,352","89,702","512,694","592,196",0.32,0.33
CISO,11Apr2025,Pacific,N,"537,528","584,440","507,039","-79,441",8,"152,972","54,535",-17,,"72,230",,"169,371",,"63,315",,,,,"-5,376",,"-4,863","-8,818","-14,892","3,359",,"-7,045","-8,139","-22,576",0,"-15,545",109,"-1,031","247,963","43,811","290,608","2,050",2.29,0.89,2.03,,"62,065",,"1,490","63,566","16,575","2,218","77,922","544,368","623,809",0.26,0.28
CISO,12Apr2025,Pacific,N,"466,064","527,399","458,712","-73,476",15,"129,571","53,700",-39,,"67,201",,"135,125",,"86,570",,,,,"-13,427",,"-6,888","-7,685","-13,468","5,049",,"-6,354","-2,391","-17,517",0,"-21,454",60,"-2,828","218,613","41,889","264,895","2,007",2.29,0.90,2.03,16,"52,816",,"1,407","54,238","16,469","3,215","67,492","499,150","572,626",0.24,0.26
CISO,13Apr2025,Pacific,N,"457,074","504,787","447,145","-61,384",29,"146,485","27,448",242,,"72,070",,"145,708",,"57,531",,,,,"-2,372",,"-8,763","-2,056","-6,558","1,704",,"-7,752","2,305","-22,376",0,"-16,188",29,"-1,729","211,326","41,268","250,212","1,986",2.29,0.90,2.03,,"59,532",,"1,286","61,126","16,070","2,920","74,275","484,766","546,150",0.28,0.30
CISO,14Apr2025,Pacific,N,"519,089","559,201","490,861","-70,786",8,"204,353","27,202",978,,"79,882",,"144,705",,"35,939",,,,,"-2,201",,"-5,009","-4,883","-10,028","1,707",,"-7,783",188,"-23,161",0,"-18,884",273,"-3,206","239,932","45,586","271,718","1,962",2.29,0.90,2.03,,"83,138",898,"1,216","85,262","16,697","2,283","99,676","524,718","595,504",0.36,0.37
CISO,15Apr2025,Pacific,N,"528,116","576,120","504,999","-78,802",21,"182,739","27,214",758,,"77,426",,"165,584",,"52,455",,,,,"-1,198",,"-10,943","-4,851","-11,126","1,119",,"-10,233","-2,022","-20,542",0,"-18,046",344,"-2,502","247,201","48,736","278,122","2,064",2.29,0.90,2.02,22,"74,324",696,"1,337","76,378","18,549","2,227","92,701","534,693","613,495",0.31,0.33
CISO,16Apr2025,Pacific,N,"522,201","577,139","499,329","-88,553",21,"166,995","27,228","1,101",,"67,002",,"161,055",,"89,100",,,,,"-13,174",,"-12,573","-4,850","-9,646",126,,"-10,424","-8,852","-19,968",0,"-18,497",308,"-4,177","246,429","48,502","280,138","2,069",2.29,0.90,2.02,22,"67,949","1,010","1,411","70,392","17,872","2,078","86,186","538,853","627,406",0.29,0.30
CISO,17Apr2025,Pacific,N,"535,665","581,689","492,436","-101,420",12,"138,545","27,230","1,099",,"72,675",,"142,507",,"112,141",,,,,"-1,764",,"-19,306","-12,168","-13,066","2,586",,"-11,486","2,806","-21,223",0,"-23,451",-20,"-6,092","253,430","47,174","279,113","1,972",2.29,0.90,2.02,12,"56,302","1,009","1,462","58,786","19,367","1,808","76,345","523,808","625,228",0.25,0.27
CISO,18Apr2025,Pacific,N,"514,253","561,721","500,511","-71,846",0,"132,928","27,221","1,105",,"76,454",,"150,320",,"111,256",,,,,"1,230",,"-12,529","-7,382","-5,197",-76,,"-11,034","7,199","-18,790",0,"-18,555",-169,"-5,313","240,308","49,374","270,222","1,824",,0.89,2.03,0,"53,908","1,017","1,493","56,418","16,714","2,515","70,617","526,345","598,191",0.24,0.26
CISO,19Apr2025,Pacific,N,"452,825","503,780","413,107","-90,151",0,"140,427","27,226","1,106",,"71,305",,"141,414",,"41,933",,,,,"-10,304",,"-4,015","-7,283","-11,857",860,,"-9,772","-8,908","-23,301",0,"-22,059",100,"-3,916","219,097","40,251","242,496","1,937",,0.89,2.03,0,"56,951","1,016","1,181","59,148","16,067","2,559","72,656","451,950","542,101",0.29,0.30
CISO,20Apr2025,Pacific,N,"454,165","481,926","399,509","-80,256",0,"128,726","27,227","1,103",,"65,510",,"135,712",,"44,019",,,,,"-2,783",,"-4,219","-5,384","-9,359","1,925",,"-8,728","-4,681","-22,917",0,"-24,995",99,"-1,997","208,757","39,184","232,073","1,912",,0.89,2.03,0,"52,164","1,014","1,165","54,342","14,566","3,175","65,733","435,986","516,242",0.27,0.28
CISO,21Apr2025,Pacific,N,"504,354","548,060","472,454","-76,823",0,"147,224","27,242","1,108",,"72,958",,"173,555",,"49,651",,,,,715,,"-1,561","-6,559","-11,817",447,,"-10,228","-5,809","-24,796",0,"-14,991",-10,"-1,499","237,782","42,099","266,159","2,022",,0.89,2.03,0,"59,701","1,019","1,377","62,097","15,393","2,547","74,944","510,257","587,080",0.27,0.28
CISO,22Apr2025,Pacific,N,"511,788","551,988","512,638","-44,728",0,"178,258","27,222","1,104",,"76,311",,"175,544",,"58,221",,,,,"-4,026",,"-2,285","1,312","1,279",703,,"-10,409",588,"-20,681",0,"-13,830",106,"-1,511","243,844","41,832","264,336","1,975",,0.89,2.03,0,"72,327","1,016","1,390","74,733","16,046","3,851","86,929","544,656","589,384",0.30,0.33
CISO,23Apr2025,Pacific,N,"509,552","565,783","549,911","-28,585",0,"183,692","27,219","1,105",,"72,995",,"169,118",,"107,535",,,,,"-11,758",,"-4,256","3,841","11,053","1,631",,"-9,399","5,844","-19,233",0,"-16,298",209,"-1,977","240,124","45,315","278,340","2,009",,0.89,2.03,0,"74,557","1,015","1,536","77,109","14,342","4,822","86,629","588,337","616,922",0.29,0.31
CISO,24Apr2025,Pacific,N,"514,124","564,229","546,916","-30,873",0,"180,192","27,229","1,112",,"74,574",,"175,818",,"91,489",,,,,"-3,502",,"-3,604","2,354","5,017",862,,"-10,447","8,844","-17,573",0,"-14,360",138,"-2,104","251,601","42,141","268,543","1,940",,0.89,2.03,0,"72,931","1,022","1,517","75,469","13,077","4,052","84,494","579,883","610,756",0.29,0.30
CISO,25Apr2025,Pacific,N,"526,119","576,687","518,738","-70,478",0,"187,085","27,230","1,106",,"66,920",,"162,250",,"77,047",,,,,"-2,901",,"-4,726","-6,672","-10,650",815,,"-11,191","-1,786","-23,735",0,"-10,731",56,"-1,858","256,524","46,661","271,605","1,898",,0.89,2.03,0,"75,752","1,017","1,389","78,157","15,962","1,896","92,223","553,079","623,557",0.31,0.33
CISO,26Apr2025,Pacific,N,"504,648","531,991","436,185","-103,836",0,"159,816","27,207","1,102",,"63,054",,"132,811",,"56,428",,,,,"-4,235",,"-14,385","-7,667","-19,333",104,,"-10,778","-11,709","-25,199",0,"-13,447",-3,"-1,419","234,020","41,794","254,316","1,861",,0.90,2.03,0,"64,884","1,014","1,167","67,065","19,748",946,"85,866","467,565","571,401",0.32,0.33
CISO,27Apr2025,Pacific,N,"486,527","519,193","417,953","-109,308",0,"144,116","27,197",545,,"57,902",,"123,445",,"68,266",,,,,"-3,515",,"-18,536","-7,952","-19,367",569,,"-11,258","-6,133","-21,384",0,"-23,901",17,"-1,363","231,769","40,747","244,857","1,821",,0.90,2.03,0,"58,563",,"1,162","60,267","19,956","1,186","79,037","450,027","559,335",0.30,0.31
CISO,28Apr2025,Pacific,N,"503,127","544,501","470,675","-79,846",0,"152,143","27,219",741,,"66,642",,"157,897",,"74,875",,,,,"-8,843",,"-12,465","-4,181","-11,308","2,553",,"-11,115","-2,596","-20,704",0,"-19,589",-14,-427,"232,129","45,247","265,201","1,925",,0.90,2.03,0,"61,854",,"1,353","63,910","17,518","2,542","78,886","508,281","588,127",0.28,0.30
CISO,29Apr2025,Pacific,N,"521,654","556,790","469,055","-94,892",0,"168,023","27,234","1,104",,"63,597",,"165,417",,"45,010",,,,,"-1,331",,"-11,194","-8,030","-13,330","2,612",,"-9,827","-6,710","-24,051",0,"-22,503",6,"-1,865","241,616","42,401","270,797","1,976",,0.89,2.03,0,"68,067","1,015","1,287","70,370","20,002","2,030","88,342","507,376","602,268",0.31,0.32
CISO,30Apr2025,Pacific,N,"522,775","567,286","501,466","-72,485",0,"164,488","27,201","1,104",,"74,817",,"172,359",,"59,718",,,,,"1,771",,"-14,842","-5,640","-6,546","1,669",,"-8,873","2,901","-23,135",82,"-15,158",-26,"-2,917","250,163","44,027","271,080","2,021",,0.89,2.03,0,"66,522","1,014","1,392","68,929","20,076","2,577","86,428","531,319","603,804",0.29,0.32
CISO,01May2025,Pacific,N,"526,343","570,536","522,712","-56,479",0,"207,495","27,191","1,104",,"72,640",,"168,506",,"52,175",,,,,"-6,403",,"-18,292",-525,"4,410",271,,"-9,369","9,019","-26,119",182,"-11,850",34,"-4,240","248,898","43,190","276,514","1,936",,0.89,2.03,0,"83,965","1,014","1,346","86,326","20,055","3,369","103,012","562,308","618,787",0.34,0.37
CISO,02May2025,Pacific,N,"523,893","573,289","529,370","-52,558",0,"189,022","27,193","1,103",,"69,020",,"186,413",,"64,529",,,,,"-7,913",,"-18,942",-711,"7,347",397,,"-9,193","4,441","-21,643",381,"-11,766",-28,"-2,841","248,871","47,206","275,138","2,080",,0.90,2.02,0,"76,789","1,013","1,436","79,238","19,475","3,977","94,736","567,510","620,068",0.31,0.34
CISO,03May2025,Pacific,N,"486,986","537,260","462,004","-79,936",0,"134,386","27,207","1,104",,"64,501",,"142,956",,"93,539",,,,,"-1,691",,"-19,322","-9,480","-6,218","2,478",,"-9,487","4,642","-23,864",151,"-13,865",-119,"-4,852","230,083","47,989","257,388","1,799",,0.89,2.03,0,"54,443","1,015","1,351","56,808","21,038","2,564","75,282","490,449","570,385",0.26,0.29
CISO,04May2025,Pacific,N,"480,173","505,596","447,661","-61,233",0,"127,795","27,239","1,104",,"63,787",,"126,097",,"107,734",,,,,"-6,100",,"-21,614","-3,840","5,870",752,,"-11,049","15,263","-23,811",361,"-17,929",-310,"-4,926","210,889","46,761","246,221","1,730",,0.90,2.03,0,"52,043","1,016","1,320","54,380","23,349","4,195","73,533","475,828","537,061",0.25,0.30
CISO,05May2025,Pacific,N,"547,570","569,712","490,976","-77,833",0,"181,767","27,215","1,104",,"72,262",,"135,563",,"75,826",,,,,"-2,759",,"-26,497","-3,507","4,283","1,758",,"-10,285","21,573","-34,467",310,"-24,245",-197,"-6,559","242,249","51,831","273,878","1,762",,0.89,2.03,0,"73,779","1,016","1,277","76,072","28,397","5,012","99,457","518,498","596,331",0.32,0.37
CISO,06May2025,Pacific,N,"534,428","578,349","525,838","-51,957",0,"185,892","27,188","1,102",,"79,620",,"170,988",,"64,426",,,,,"-3,382",,"-19,871","-12,091","8,295",762,,"-10,945","33,707","-30,817",274,"-14,652",-252,"-6,367","251,559","50,309","274,535","1,945",,0.89,2.03,0,"75,344","1,015","1,398","77,756","23,142","6,228","94,671","554,265","606,222",0.31,0.34
CISO,07May2025,Pacific,N,"528,487","570,803","508,163","-62,999",0,"188,567","27,178","1,104",,"77,722",,"186,055",,"38,888",,,,,"-11,342",,"-15,713","-9,395",-44,"1,658",,"-9,601","18,860","-32,193",-84,"-11,955",-164,"-4,368","250,674","44,033","274,088","2,010",,0.89,2.03,0,"76,359","1,016","1,364","78,739","21,082","4,192","95,629","548,150","611,149",0.32,0.34
CISO,08May2025,Pacific,N,"555,250","588,535","530,227","-58,174",0,"207,142","27,197","1,097",,"75,956",,"192,384",,"24,023",,,,,"2,441",,"-13,637","-7,694",-757,"3,521",,"-9,695","17,165","-31,796",-316,"-9,768",-221,"-4,976","259,427","44,631","282,378","2,105",,0.89,2.03,0,"83,771","1,010","1,350","86,132","19,542","4,996","100,678","563,015","621,189",0.34,0.36
CISO,09May2025,Pacific,N,"602,668","641,675","580,504","-63,541",0,"256,615","27,185","1,076",,"83,274",,"195,064",,"21,034",,,,,"-3,744",,"-12,915","-13,348","4,031","5,245",,"-7,436","14,879","-38,122",-195,"-11,585",-204,"-3,891","274,840","48,621","316,081","2,133",,0.89,2.03,0,"103,974",991,"1,375","106,341","22,284","4,894","123,731","619,064","682,605",0.38,0.40
CISO,10May2025,Pacific,N,"594,258","633,201","552,283","-82,700",0,"224,627","27,198","1,104",,"78,578",,"192,320",,"34,734",,,,,"-6,277",,"-10,366","-16,558","-4,420","4,891",,"-7,902","1,718","-34,996",-330,"-12,604",62,"-2,195","257,915","49,794","323,240","2,252",,0.89,2.03,0,"91,156","1,016","1,392","93,564","22,191","2,618","113,138","591,497","674,197",0.35,0.37
CISO,11May2025,Pacific,N,"541,468","572,294","518,739","-53,593",0,"183,486","27,202","1,104",,"66,093",,"177,890",,"69,573",,,,,"-6,604",,"-7,832","-14,333","3,667","4,553",,"-7,878","14,634","-32,981",-196,"-11,632",10,"-1,605","225,494","48,690","295,836","2,275",,0.89,2.03,0,"74,415","1,016","1,388","76,819","19,774","4,446","92,147","549,254","602,847",0.31,0.34
CISO,12May2025,Pacific,N,"560,418","586,508","518,920","-74,477",0,"169,262","27,214","1,074",,"66,391",,"160,289",,"106,845",,,,,"-12,166",,"-9,262","-14,246","-2,612","4,935",,"-8,735","1,451","-30,315",-218,"-12,706",41,"-2,810","249,007","46,173","289,172","2,155",,0.89,2.03,0,"68,594",989,"1,471","71,054","17,961","2,734","86,280","556,721","631,198",0.28,0.30
CISO,13May2025,Pacific,N,"521,840","571,655","493,642","-90,949",0,"132,645","27,209","1,100",,"62,589",,"167,614",,"103,536",,,,,"-1,048",,"-10,247","-13,659","-8,373","1,171",,"-12,914","-11,366","-24,194",-347,"-9,322",233,"-1,931","253,167","44,337","272,179","1,974",,0.89,2.03,0,"53,806","1,012","1,509","56,327","17,706","1,975","72,058","530,123","621,072",0.23,0.26
CISO,14May2025,Pacific,N,"521,499","569,447","462,356","-106,262",0,"126,242","27,217","1,104",,"66,827",,"168,238",,"80,093",,,,,"-7,362",,"-13,264","-15,123","-7,943","1,444",,"-13,033","-15,565","-24,292",-345,"-16,198",285,"-2,228","254,248","41,711","271,540","1,947",,0.89,2.03,0,"51,074","1,015","1,425","53,514","20,006","2,338","71,182","501,794","608,056",0.24,0.26
CISO,15May2025,Pacific,N,"531,861","583,063","463,905","-117,300",0,"142,503","27,218","1,105",,"67,011",,"173,924",,"54,464",,,,,"-2,326",,"-17,055","-15,996","-9,312","1,169",,"-12,611","-12,632","-29,184",-238,"-18,994",182,"-2,629","260,698","42,532","277,786","2,042",,0.89,2.03,0,"57,702","1,015","1,358","60,075","21,057","1,480","79,651","500,349","617,649",0.26,0.28
CISO,16May2025,Pacific,N,"531,749","591,749","511,857","-84,202",0,"158,482","27,198","1,103",,"68,007",,"183,968",,"73,876",,,,,-786,,"-20,354","-8,107",349,"1,154",,"-10,233",-251,"-26,511",-37,"-17,256",120,"-3,076","265,009","44,974","279,717","2,047",,0.89,2.03,0,"64,245","1,013","1,484","66,743","21,729","2,602","85,870","549,637","633,839",0.27,0.30
CISO,17May2025,Pacific,N,"501,649","540,939","488,868","-61,871",0,"134,028","27,157","1,102",,"64,189",,"159,608",,"108,953",,,,,"-6,167",,"-18,419","-4,775","5,104","1,909",,"-11,082","2,363","-20,646",-86,"-13,052",-42,"-3,145","232,263","46,887","259,876","1,915",,0.90,2.03,0,"54,442","1,013","1,482","56,937","19,074","3,089","72,922","524,482","586,353",0.24,0.27
CISO,18May2025,Pacific,N,"466,819","513,635","421,302","-89,671",0,"111,193","27,160","1,104",,"55,855",,"134,289",,"98,965",,,,,"-7,252",,"-20,377","-7,862","-3,256","3,867",,"-9,633","-6,323","-25,590",-421,"-19,127",-134,-815,"221,364","45,643","244,724","1,902",,0.90,2.03,0,"45,283","1,015","1,327","47,624","20,520","3,099","65,046","460,868","550,539",0.23,0.26
CISO,19May2025,Pacific,N,"555,482","596,583","506,289","-100,259",0,"139,096","35,037",665,,"65,422",,"183,172",,"84,226",,,,,"-1,322",,"-23,118","-9,455","-6,653","2,130",,"-9,718","-8,052","-20,665",-440,"-21,055",-62,"-3,171","263,678","44,438","286,404","2,067",,0.90,2.03,0,"56,524",,"1,544","58,702","21,806","1,708","78,801","545,593","645,852",0.24,0.27
CISO,20May2025,Pacific,N,"598,344","638,795","527,622","-118,334",0,"147,810","37,022","1,099",,"70,323",,"200,503",,"74,288",,,,,"-3,419",,"-20,027","-19,046","-11,725","4,304",,"-8,558","-21,162","-18,126",-489,"-20,756",-166,"-2,583","270,902","48,503","317,221","2,170",,0.90,2.03,0,"60,014","1,011","1,593","62,617","26,593","1,337","87,873","567,371","685,705",0.24,0.28
CISO,21May2025,Pacific,N,"621,757","652,230","575,327","-80,367",0,"195,600","43,336","1,104",,"74,721",,"202,983",,"64,110",,,,,"-6,526",,"-16,343","-12,528","-2,717","3,560",,"-7,446","2,167","-27,519",-359,"-18,054",96,"-1,224","276,001","49,456","324,473","2,298",,0.90,2.03,0,"79,478","1,016","1,588","82,083","24,128","3,106","103,104","614,003","694,370",0.29,0.33
CISO,22May2025,Pacific,N,"604,654","639,378","620,311","-31,358",0,"193,809","54,255","1,104",,"72,762",,"197,800",,"105,776",,,,,"-5,205",,"-12,804","-1,765","5,423","4,672",,"-8,239","18,511","-21,459",-380,"-15,179",285,-423,"270,359","47,429","319,251","2,344",,0.89,2.03,0,"78,629","1,015","1,768","81,411","17,511","5,223","93,699","659,384","690,742",0.27,0.30
CISO,23May2025,Pacific,N,"563,725","604,138","573,785","-42,061",0,"154,240","54,667","1,099",,"75,038",,"190,286",,"99,219",,,,,-773,,"-14,453","-6,429","5,478","4,532",,"-8,741","16,096","-23,150",-404,"-13,852",10,"-1,148","256,408","46,651","298,742","2,340",,0.89,2.03,0,"62,528","1,011","1,725","65,264","19,827","4,398","80,693","608,662","650,723",0.24,0.27
CISO,24May2025,Pacific,N,"498,482","549,447","527,061","-27,641",0,"133,875","54,688","1,104",,"69,806",,"165,867",,"110,478",,,,,"-8,750",,"-14,066","-3,129","11,992","3,232",,"-8,789","21,116","-23,163",-296,"-12,855",-3,"-1,680","239,217","41,494","266,540","2,198",,0.89,2.03,0,"54,257","1,016","1,646","56,919","19,569","5,579","70,910","567,565","595,206",0.22,0.26
CISO,25May2025,Pacific,N,"475,950","524,574","501,048","-26,037",0,"116,683","54,698","1,103",,"68,705",,"167,081",,"100,167",,,,,"-7,385",,"-13,793","-1,905","10,206","3,184",,"-9,254","18,229","-18,661",-398,"-12,888",-69,-688,"226,168","40,976","255,206","2,228",,0.89,2.03,0,"47,332","1,015","1,612","49,959","17,708","5,649","62,018","541,438","567,475",0.20,0.24
